screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,"RT @SenThomTillis: Since the #TaxCutsAndJobsAct passed in 2017, North Carolina has added 87,200 jobs. https://t.co/a7KWFZCZVr",Wed Jan 30 22:53:03 +0000 2019,1090744728826580992,added jobs,north carolina,passed,,,added jobs,carolina added,north carolina,passed north,taxcutsandjobsact passed
reprichhudson,"""Steady hiring suggests U.S. economy enters 2019 on strong note""

https://t.co/QynFjDe114",Wed Jan 30 16:36:54 +0000 2019,1090650069655801857,s economy,u s,hiring,note,steady,economy enters,enters strong,hiring suggests,s economy,steady hiring
reprichhudson,"RT @business: Companies added more workers than forecast to U.S. payrolls in January, signaling a healthy start to the year for the job mar…",Wed Jan 30 16:36:25 +0000 2019,1090649946481717248,u s,added,forecast,healthy,job,companies added,forecast u,january signaling,payrolls january,signaling healthy
reprichhudson,"My wife Renee and I are praying for Congressman Walter Jones and his family during this difficult time. May God bring them strength and comfort.

https://t.co/vqYi75Etsd",Mon Jan 28 16:06:43 +0000 2019,1089917699256451073,congressman walter,family difficult,renee praying,walter jones,wife renee,congressman walter,family difficult,jones family,praying congressman,renee praying
reprichhudson,#WeRemember https://t.co/HwNOdZfZDo,Sun Jan 27 20:58:04 +0000 2019,1089628632514027520,,,,,,weremember,,,,
reprichhudson,"RT @Kannapolis: Need to get rid of old medications? Safely dispose them in the medication drop box in the Police lobby, 401 Laureate Way. h…",Thu Jan 24 21:04:51 +0000 2019,1088543175852072966,dispose,medications,need,old,police,dispose medication,laureate way,old medications,police lobby,rid old
reprichhudson,Today @HouseGOP voted to immediately provide DHS employees with their paychecks. House Democrats voted – again – against paying federal workers during the shutdown. These political games must end. https://t.co/rA8hobqXW5,Thu Jan 24 20:09:42 +0000 2019,1088529295478321152,democrats voted,federal workers,games end,house democrats,paying federal,house democrats,immediately provide,paychecks house,political games,provide dhs
reprichhudson,And today marks the THIRD time House Democrats voted against paying federal workers as we try to negotiate to secure our border &amp; open the government. These political games must end. https://t.co/srUli9CHMu,Thu Jan 24 17:57:48 +0000 2019,1088496102372986885,democrats voted,federal workers,games end,house democrats,paying federal,games end,house democrats,open government,paying federal,secure border
reprichhudson,"The tragic loss of Staff Sergeant Beale – a husband, father, friend, son and patriot – is immeasurable. We pray God brings his loved ones peace and comfort knowing he is a hero who laid down his life for our country.",Wed Jan 23 18:57:01 +0000 2019,1088148614902362112,comfort knowing,god brings,loved ones,peace comfort,pray god,husband father,immeasurable pray,knowing hero,loss staff,loved ones
reprichhudson,"My wife Renee and I are saddened to learn of the death of Staff Sergeant Joshua Z. Beale. We send our deepest condolences and sympathy to his family and the Special Forces community.

https://t.co/jnbmkYP8i7",Wed Jan 23 18:56:43 +0000 2019,1088148541267197953,deepest condolences,forces community,renee saddened,saddened learn,send deepest,beale send,death staff,deepest condolences,family special,forces community
reprichhudson,RT @LtGovDanForest: It's #SchoolChoiceWeek and today I am re-highlighting an amazing program at West Rowan FFA - a public school where ag.…,Wed Jan 23 15:53:23 +0000 2019,1088102403604443136,amazing,it's,program,public,rowan,ffa public,public school,re-highlighting amazing,school ag,west rowan
reprichhudson,"RT @senatemajldr: ICYMI, The Washington Post Editorial board had this to say about Democrats’ outright refusal to negotiate. https://t.co/n…",Wed Jan 23 15:07:37 +0000 2019,1088090885882040320,washington post,board,democrats,icymi,negotiate,board say,editorial board,icymi washington,post editorial,refusal negotiate
reprichhudson,"RT @MurphinDC: ""It’s a bad precedent that a future president could declare a national emergency … I think Congress ought to appropriate the…",Tue Jan 22 19:57:11 +0000 2019,1087801368721702913,bad,congress,declare,emergency,future,bad precedent,congress ought,national emergency,president declare,appropriate
reprichhudson,"Today we honor Dr. Martin Luther King, Jr. and his service for justice and freedom. As we celebrate his life and legacy, we continue to strive to fulfill his vision of equality.  #MLKDay https://t.co/seHf1sjXTt",Mon Jan 21 14:34:30 +0000 2019,1087357776567902208,celebrate life,life legacy,continue,freedom,fulfill,celebrate life,equality mlkday,honor dr,jr service,justice freedom
reprichhudson,"Since day one, President Trump has tried to work to find a bipartisan solution to the crisis at our southern border. I continue to call on my colleagues to come to the table to work together to secure our border and reopen the government.",Sun Jan 20 00:29:40 +0000 2019,1086782776848928769,border reopen,come table,crisis southern,president trump,reopen government,border continue,colleagues come,reopen government,solution crisis,trump tried
reprichhudson,"RT @CharlotteMBB: FINAL | 

That's a Charlotte 49er VICTORY! ✅

#GoldStandard https://t.co/UK0NT3sVGq",Sun Jan 20 00:25:05 +0000 2019,1086781624107323394,charlotte victory,that's charlotte,victory goldstandard,final,,charlotte victory,final that's,that's charlotte,victory goldstandard,
reprichhudson,"To everyone participating in today’s March for Life in Washington, DC, thank you and God bless you. Like you, I believe life is a precious gift from God. And I’m proud to stand with you as we work to end the cruel practice of abortion. #ProLife #MarchForLife https://t.co/npTRf4FuMj",Fri Jan 18 16:03:15 +0000 2019,1086292948646535169,cruel practice,end cruel,god bless,god m,m proud,bless like,end cruel,m proud,march life,practice abortion
reprichhudson,RT @CabCoEM: Still haven't put your winter emergency kit together? Now is the time to get it done!  Don't forget to make a kit for your 🚗 a…,Fri Jan 18 14:18:21 +0000 2019,1086266549764349953,emergency kit,don't,forget,haven't,winter,don't forget,emergency kit,haven't winter,winter emergency,
reprichhudson,"RT @AmandaMOAA: Dr. Keita Franklin, of @DeptVetAffairs Suicide Prevention, said her office has expanded access to telemental health service…",Thu Jan 17 18:55:09 +0000 2019,1085973820169699329,suicide prevention,access,health,office,said,dr keita,expanded access,franklin suicide,keita franklin,prevention said
reprichhudson,"RT @RepAdrianSmith: I'm proud to cosponsor H.R. 38, the Concealed Carry Reciprocity Act of 2019, to allow law-abiding citizens who are elig…",Thu Jan 17 13:47:51 +0000 2019,1085896483285622786,carry reciprocity,concealed carry,cosponsor h,h r,i'm proud,citizens elig,concealed carry,cosponsor h,i'm proud,reciprocity act
reprichhudson,Renee and I are devastated to learn of the deaths of US soldiers today in Syria. I'll continue to monitor the situation and pray for the families of these heroes. This tragic attack underscores ISIS and terrorists in the region pose continuing threats to the US and our interests.,Wed Jan 16 16:53:51 +0000 2019,1085580903529762816,continue monitor,families heroes,i'll continue,monitor situation,pray families,attack underscores,isis terrorists,learn deaths,monitor situation,pose continuing
reprichhudson,"RT @SteveScalise: #ShutdownNancy shut down the government, and now #SOTU. What are Democrats afraid of Americans hearing? That 17,000+ crim…",Wed Jan 16 15:49:11 +0000 2019,1085564631983243264,shut government,americans,democrats,hearing,sotu,afraid americans,americans hearing,democrats afraid,government sotu,hearing crim
reprichhudson,"Unreal. I'm disappointed Democrats are literally refusing to come the table to make a bipartisan deal to build the wall, address the crisis at our southern border and reopen the government. https://t.co/tKnJWgNyuX",Tue Jan 15 17:30:48 +0000 2019,1085227817087000576,address crisis,bipartisan deal,border reopen,build wall,come table,address crisis,bipartisan deal,border reopen,build wall,disappointed democrats
reprichhudson,RT @SteveScalise: What’s it going to take to end this shutdown? Nancy Pelosi and Chuck Schumer finally coming to the table with a real coun…,Tue Jan 15 17:20:37 +0000 2019,1085225252303585282,nancy pelosi,s going,coming,end,finally,end shutdown,pelosi chuck,s going,schumer finally,table real
reprichhudson,RT @SenateGOP: Why do we need border security? This is why. These are the facts. #SecureOurBorder https://t.co/GZW7go3CNa,Mon Jan 14 21:04:41 +0000 2019,1084919254582022146,border security,facts secureourborder,need border,security facts,,border security,facts secureourborder,need border,security facts,
reprichhudson,"After trying to negotiate a bipartisan deal for weeks, President Trump asked Speaker Pelosi &amp; Sen Schumer if they would follow through on border security funding if the rest of the government was reopened, &amp; they said, “no.” These political games must end. https://t.co/6sWZwIQsWz",Mon Jan 14 18:59:57 +0000 2019,1084887862196219904,bipartisan deal,border security,games end,political games,president trump,border security,deal weeks,games end,government reopened,negotiate bipartisan
reprichhudson,"I want to thank all North Carolinians who are participating in today’s @NCRTL Prayer Breakfast, Rally &amp; March. I’m proud to stand with you to protect life, end the cruel practice of abortion, and defend our pro-family values. https://t.co/qTVOZakCDU",Sat Jan 12 18:20:07 +0000 2019,1084153065077440512,cruel practice,end cruel,m proud,north carolinians,practice abortion,abortion defend,end cruel,m proud,north carolinians,pro-family values
reprichhudson,"Renee and I are saddened to learn of the untimely passing of J.D. Gibbs. He was such a good and faithful person, an inspiration to so many and will be truly missed. We send our sincere condolences and prayers to the Gibbs family and the JGR team. https://t.co/uBbMzJHDik",Sat Jan 12 17:14:11 +0000 2019,1084136471437676546,condolences prayers,renee saddened,saddened learn,send condolences,faithful,d gibbs,faithful person,family jgr,inspiration truly,learn untimely
reprichhudson,RT @SpecNewsCLT: Winter storm watches and warnings have been issued for a portion of our viewing region. #ncwx #cltwx #wncwx #SpecNewsCLT h…,Fri Jan 11 21:58:09 +0000 2019,1083845545838428160,winter storm,issued,ncwx,region,warnings,issued portion,portion viewing,region ncwx,specnewsclt h,storm watches
reprichhudson,"I've made it a priority to find ways to crack down on human trafficking, ensure law enforcement have the tools to respond &amp; arrest criminals, &amp; help victims. There is no room in our society for this terrible crime. #NationalHumanTraffickingAwarenessDay 

https://t.co/HMjqsTucci",Fri Jan 11 21:48:52 +0000 2019,1083843207933374464,human trafficking,law enforcement,arrest,crime,criminals,ensure law,help victims,human trafficking,i've priority,respond arrest
reprichhudson,RT @FayettevillePD: Today is #HumanTraffickingAwarenessDay. Our #HumanTrafficking unit works tirelessly to identify victims and to bring aw…,Fri Jan 11 21:40:05 +0000 2019,1083840997077987328,victims bring,humantrafficking,unit,,,bring aw,humantrafficking unit,identify victims,unit works,victims bring
reprichhudson,"RT @WhiteHouse: ""There is a humanitarian and security crisis at our southwest border. It is getting worse, and a 'status quo' response from…",Fri Jan 11 18:00:22 +0000 2019,1083785706420482049,security crisis,border,getting,humanitarian,response,border getting,crisis southwest,getting worse,humanitarian security,quo response
reprichhudson,I’ll be joining @stinchfield1776 on @NRATV at 10 AM. Hope you can tune in! #2A #SecondAmendment #concealedcarryreciprocity #HR38,Fri Jan 11 14:57:26 +0000 2019,1083739669702066176,concealedcarryreciprocity hr38,hope tune,ll joining,secondamendment,,concealedcarryreciprocity hr38,hope tune,joining hope,ll joining,secondamendment concealedcarryreciprocity
reprichhudson,RT @SenateGOP: Why do we need border security? This is why. These are the facts. #SecureOurBorder https://t.co/dMpYb3p4Wy,Thu Jan 10 19:59:40 +0000 2019,1083453339252207618,border security,facts secureourborder,need border,security facts,,border security,facts secureourborder,need border,security facts,
reprichhudson,RT @SteveScalise: Glad to see the steel slats are deterring illegal immigrants from attempting to cross the border exactly as @realDonaldTr…,Thu Jan 10 19:29:11 +0000 2019,1083445668461662208,border,cross,glad,illegal,,attempting cross,border exactly,deterring illegal,glad steel,slats deterring
reprichhudson,"Border security requires a comprehensive approach, which is why I've voted for resources &amp; tools like more boots on the ground, increased detention space, improved surveillance technology, &amp; a wall. Technology, LEOs &amp; physical barriers all play important roles. #SecureOurBorder",Thu Jan 10 17:45:55 +0000 2019,1083419680629506053,border security,approach,comprehensive,i've,important,border security,comprehensive approach,ground increased,i've voted,improved surveillance
reprichhudson,I have visited our Southern border to get a first-hand look and meet with Border Patrol agents to hear their needs and concerns. I share President Donald Trump’s commitment to securing our border. #SecureOurBorder https://t.co/PGoz1TkDu2,Thu Jan 10 17:44:55 +0000 2019,1083419428673474562,commitment securing,donald trump,president donald,securing border,southern border,agents hear,donald trump,look meet,needs concerns,securing border
reprichhudson,"RT @IndyFund: Check out the @DeptVetAffairs's new video on #Veteran suicide prevention. They are speaking the truth 💯 when they say, ""Every…",Thu Jan 10 17:14:45 +0000 2019,1083411839071981568,s new,suicide prevention,veteran suicide,check,say,prevention speaking,suicide prevention,truth say,veteran suicide,check
reprichhudson,RT @WhiteHouse: The crisis on the border is real. #SecureOurBorder https://t.co/FU9aXTAmv2,Thu Jan 10 15:26:57 +0000 2019,1083384710653448195,crisis border,real,secureourborder,,,border real,crisis border,real secureourborder,,
reprichhudson,"Current law requires a background check on every commercial gun purchase in America. Current law also prohibits ""straw purchases.""

This legislation does nothing to prevent gun violence, yet threatens the constitutional #2A rights of law-abiding citizens.

https://t.co/9h7jnV6DS1",Wed Jan 09 19:29:00 +0000 2019,1083083234362167299,background check,check commercial,commercial gun,constitutional rights,current law,check commercial,current law,does prevent,gun purchase,law-abiding citizens
reprichhudson,"These are only some of the many #NC08 #LawEnforcement officers I've had the privilege of meeting &amp; getting to know.  These public servants deserve our gratitude, respect &amp; support for the sacrifices they make to protect us and our families. #NationalLawEnforcementAppreciationDay https://t.co/qQm7DSxggD",Wed Jan 09 17:24:50 +0000 2019,1083051986780676097,deserve,families,getting,gratitude,i've,deserve gratitude,know public,lawenforcement officers,privilege meeting,protect families
reprichhudson,"Just last week, Democrats voted to give $54 billion in foreign aid . All @POTUS @realDonaldTrump is asking for is 10 cents of every dollar they want to give to foreign governments to go to secure our border and build a wall. Is that too much to ask?",Wed Jan 09 02:25:57 +0000 2019,1082825775286497280,build wall,democrats voted,secure border,aid,ask,asking cents,border build,democrats voted,foreign aid,wall ask
reprichhudson,I'm disappointed Democrats in Congress have been unwilling to come to the table to make a bipartisan deal to build the wall and address this crisis. #TrumpAddress,Wed Jan 09 02:25:30 +0000 2019,1082825662916947968,address crisis,bipartisan deal,build wall,come table,deal build,congress unwilling,deal build,disappointed democrats,i'm disappointed,wall address
reprichhudson,"As @POTUS  @realDonaldTrump clearly laid out to the American people tonight from the @WhiteHouse, the crisis at our southern border is undeniable. We must act to #SecureOurBorder. #TrumpAddress https://t.co/NVGi38ADuA",Wed Jan 09 02:24:01 +0000 2019,1082825288009039873,crisis southern,southern border,act,american,clearly,act secureourborder,border undeniable,crisis southern,laid american,secureourborder trumpaddress
reprichhudson,"RT @SteveScalise: The numbers are alarming → just last year, over 17,000 people with prior criminal convictions tried to cross the southern…",Wed Jan 09 02:11:52 +0000 2019,1082822230558560256,criminal,cross,just,numbers,southern,alarming just,criminal convictions,numbers alarming,prior criminal,tried cross
reprichhudson,RT @WhiteHouse: President Trump Addresses the Nation https://t.co/tUcXWuVF4G,Wed Jan 09 02:02:29 +0000 2019,1082819869840691200,president trump,nation,,,,addresses nation,president trump,trump addresses,,
reprichhudson,I have made–and will continue to make–tackling the root causes of violence and improving mental health a top priority. Learn more about these efforts here: https://t.co/Uxv9J6MbCE,Tue Jan 08 22:12:21 +0000 2019,1082761955616739328,improving mental,learn efforts,mental health,root causes,tackling root,health priority,priority learn,root causes,violence improving,efforts
reprichhudson,"Current law requires a background check on every commercial gun purchase. Current law prohibits ""straw purchases."" Today’s legislation to drastically expand background checks does nothing to prevent gun violence, yet threatens the constitutional rights of law-abiding citizens.",Tue Jan 08 22:10:28 +0000 2019,1082761481983275012,background check,check commercial,commercial gun,constitutional rights,current law,background checks,check commercial,expand background,legislation drastically,prevent gun
reprichhudson,"While I share the desire to end tragic gun violence, I find it hypocritical and counterproductive to advance gun control measures that would have done nothing to prevent the horrific attack on Rep. Giffords &amp; only serve to punish law-abiding citizens.

https://t.co/rBdy3DNdIX",Tue Jan 08 22:10:08 +0000 2019,1082761396130103303,gun control,gun violence,law-abiding citizens,advance,attack,advance gun,giffords serve,law-abiding citizens,measures prevent,share desire
reprichhudson,"RT @VP: Last year, 17K individuals w/ criminal histories were apprehended at our southern border. Billions of dollars of narcotics flow thr…",Tue Jan 08 17:20:26 +0000 2019,1082688489936900096,billions dollars,southern border,criminal,flow,,apprehended southern,border billions,criminal histories,dollars narcotics,flow thr
reprichhudson,"Not only are Dems refusing to make a bipartisan deal to #SecureOurBorder, they also want to abolish ICE–the LEOs who apprehend criminals &amp; terrorists, stop drugs at our border, &amp; arrest human traffickers. 

Their open border policies are dangerous.

https://t.co/UdsnlrtkP1",Tue Jan 08 15:36:31 +0000 2019,1082662338782732289,bipartisan deal,human traffickers,arrest,border,criminals,abolish ice,bipartisan deal,border policies,deal secureourborder,dems refusing
reprichhudson,"Creating an environment for more jobs, ensuring our military and veterans have the support they need, protecting our #2A rights, &amp; securing our border &amp; ending the shutdown remain my top priorities.

https://t.co/9uXgGjNwSI",Mon Jan 07 15:57:34 +0000 2019,1082305250881609735,protecting rights,securing border,veterans support,ending,ensuring,ending shutdown,ensuring military,environment jobs,protecting rights,veterans support
reprichhudson,RT @SenateGOP: Democrats’ 2019 Agenda: Politics First https://t.co/GGdJ7DKVl3,Fri Jan 04 21:00:18 +0000 2019,1081294270378754049,agenda,democrats,politics,,,agenda politics,democrats agenda,,,
reprichhudson,"Given today's robust jobs report, it’s pretty ironic that the first step Nancy Pelosi took as Speaker was to lay the groundwork to raise taxes and automatically increase deficit spending.",Fri Jan 04 16:28:31 +0000 2019,1081225876417720326,jobs report,nancy pelosi,raise taxes,taxes automatically,given,groundwork raise,increase deficit,ironic step,jobs report,nancy pelosi
reprichhudson,"📈US added 312k jobs, more than expected 176k
💵Average hourly earnings recorded biggest full-year gain since '08, rising 3.2%
👩‍🏭Jobless rate was 3.9%, reflecting more people actively seeking work

The results speak for themselves: Tax cuts are working. 

https://t.co/f6G3y449Sl",Fri Jan 04 16:25:33 +0000 2019,1081225130024538112,added jobs,tax cuts,biggest,expected,hourly,actively seeking,added jobs,average hourly,biggest full-year,earnings recorded
reprichhudson,"Words being used to describe today's jobs report: blowout, monster, smashes expectations, strong, solid, eye-popping, robust, booming... 📈👨‍🏭👩‍💼👩‍⚕️👷‍♂️💼 https://t.co/gL6qXoRy4a",Fri Jan 04 16:04:44 +0000 2019,1081219891959656448,jobs report,expectations,monster,robust,strong,blowout monster,expectations strong,eye-popping robust,jobs report,strong solid
reprichhudson,"Yesterday was House Democrats first day in the majority and what do they do? Vote to make it easier to raise your taxes AND automatically raise the debt limit. Wildly irresponsible and concerning.

https://t.co/FGYT1ZomoS",Fri Jan 04 14:12:31 +0000 2019,1081191651312394240,house democrats,raise taxes,taxes automatically,debt,easier,debt limit,easier raise,house democrats,irresponsible concerning,taxes automatically
reprichhudson,RT @sarah_verardo: Congratulations to @IndyFund’s good friend @RepRichHudson on his swearing in today - we are thrilled to have him back in…,Fri Jan 04 01:05:02 +0000 2019,1080993472918765568,good friend,congratulations,thrilled,,,congratulations s,friend swearing,good friend,,
reprichhudson,"Today, I was proud to be sworn into office with my family by my side. 

To the great people of North Carolina’s Eighth District: I am humbled to continue serving as your Congressman, and I want to thank you for your continued trust. #NC08 https://t.co/ml5asjlp3j",Thu Jan 03 23:13:38 +0000 2019,1080965440296366080,carolina s,north carolina,thank continued,want thank,congressman,carolina s,congressman want,continue serving,continued trust,family great
reprichhudson,RT @AWRHawkins: Hudson Reintroduces National Reciprocity on Day One of New Congress ⁦@BreitbartNews⁩ ⁦@RepRichHudson⁩ #2A https://t.co/oFZq…,Thu Jan 03 22:47:32 +0000 2019,1080958869868855296,congress,hudson,national,new,reciprocity,hudson reintroduces,national reciprocity,new congress,reintroduces national,
reprichhudson,"RT @SenThomTillis: Glad to see the Forever GI Bill Housing Payment Fulfillment Act, bipartisan legislation I co-introduced, signed into law…",Thu Jan 03 22:34:36 +0000 2019,1080955615047020546,act bipartisan,bipartisan legislation,signed law,forever,fulfillment,forever gi,gi housing,glad forever,housing payment,payment fulfillment
reprichhudson,"Today I reintroduced #HR38. You can count on me to continue to stand up for our #2A rights! 

https://t.co/8jZKzU2EkE

#ConcealedCarry #ConcealedCarryReciprocity #CommonSense #SecondAmendment https://t.co/7ffcVtZlAp",Thu Jan 03 21:02:45 +0000 2019,1080932500829016065,concealedcarry concealedcarryreciprocity,continue stand,count continue,hr38,reintroduced,commonsense secondamendment,concealedcarryreciprocity commonsense,continue stand,reintroduced hr38,rights concealedcarry
reprichhudson,"I'm planning to reintroduce this important legislation today. https://t.co/nkdgICv07l

#ConcealedCarry #ConcealedCarryReciprocity #HR38 #2A #SecondAmendment",Thu Jan 03 16:33:54 +0000 2019,1080864842926436352,concealedcarry concealedcarryreciprocity,concealedcarryreciprocity hr38,important legislation,i'm,planning,concealedcarry concealedcarryreciprocity,concealedcarryreciprocity hr38,i'm planning,reintroduce important,secondamendment
reprichhudson,"Rep. @SteveScalise: Democrats need to stop playing games with America's safety and fund border security now

@FoxNews: https://t.co/SonlhA0Iz4",Wed Jan 02 15:07:58 +0000 2019,1080480826259918848,border security,fund border,america's,democrats,games,america's safety,democrats need,fund border,playing games,rep democrats
reprichhudson,"As we begin 2019, my family and I want to wish you and your loved ones a happy, healthy and prosperous new year! https://t.co/AsTvXNLEcz",Tue Jan 01 18:41:00 +0000 2019,1080172053192425474,loved ones,want wish,wish loved,begin,family,begin family,happy healthy,healthy prosperous,loved ones,ones happy
reprichhudson,@DogFaceSoldier Happy New Year! Wishing you all the best in your new command.,Mon Dec 31 17:32:45 +0000 2018,1079792487621906432,best,command,happy,new,wishing,best new,happy new,new command,wishing best,
reprichhudson,"As we spend time with our loved ones this holiday season, join us in remembering our fellow Americans who are serving in uniform, our veterans &amp; their families. 

To our soldiers serving abroad: thank you. We are praying for your safe return home. God bless! https://t.co/0ulTEjnxNF",Wed Dec 26 13:49:04 +0000 2018,1077924257341079552,americans serving,fellow americans,god bless,holiday season,loved ones,abroad thank,fellow americans,holiday season,join remembering,return home
reprichhudson,"RT @FtBraggNC: In this season of joy, giving, and hope, we honor the selfless service of so many Americans. Happy holidays! https://t.co/fz…",Wed Dec 26 13:45:37 +0000 2018,1077923387824132096,selfless service,americans,giving,happy,holidays,americans happy,honor selfless,hope honor,joy giving,season joy
reprichhudson,"Renee, Lane and I wish you and your loved ones a #MerryChristmas! #ChristmasDay2018 https://t.co/EXY2hb6Qq6",Tue Dec 25 15:48:30 +0000 2018,1077591924171776000,loved ones,renee lane,wish loved,merrychristmas,,lane wish,loved ones,merrychristmas christmasday2018,ones merrychristmas,renee lane
reprichhudson,Just finished a great book #TheOperator by @mchooyah Navy SEAL Rob O’Neill. Thank God we have men such as this who are willing to put it all on the line to defend our #Freedom Remember our service members AND THEIR FAMILIES this holiday season! Cheers NSRO! #MerryChristmas,Sun Dec 23 16:41:34 +0000 2018,1076880505302405120,holiday season,members families,service members,thank god,defend,book theoperator,families holiday,freedom remember,god men,navy seal
reprichhudson,"I am calling on my colleagues in the Senate to do the right thing: vote to fund the rest of the government, secure our border, and put the safety of the American people first.

https://t.co/PnWj3pQWuu",Sun Dec 23 12:59:13 +0000 2018,1076824550107697153,rest government,secure border,american,calling,colleagues,border safety,calling colleagues,fund rest,senate right,american
reprichhudson,"RT @SteveScalise: Democrats are playing a dangerous game with the safety of our communities, and the brave ICE and CBP agents who are at ri…",Sun Dec 23 12:58:44 +0000 2018,1076824427348877312,agents,brave,communities,dangerous,democrats,agents ri,cbp agents,democrats playing,ice cbp,playing dangerous
reprichhudson,RT @SteveScalise: Democrats are so committed to their open borders agenda that they shut the government down days before Christmas rather t…,Sun Dec 23 12:58:33 +0000 2018,1076824382935318529,shut government,agenda,borders,christmas,committed,committed open,democrats committed,open borders,shut government,agenda
reprichhudson,"RT @DrewBrooks: Another congrats to the former @FORSCOM deputy chief of staff, Maj. Gen. Jody J. Daniels, who will become CG of the 88th Re…",Fri Dec 21 21:20:47 +0000 2018,1076225997916303360,chief staff,maj gen,congrats,deputy,,congrats deputy,daniels cg,gen jody,staff maj,chief
reprichhudson,RT @DeptVetAffairs: Secretary Wilkie: VA not affected in the event of partial government shutdown https://t.co/Lr6FqR9nqm,Fri Dec 21 18:54:20 +0000 2018,1076189142969712641,affected,event,government,partial,secretary,affected event,event partial,government shutdown,partial government,secretary wilkie
reprichhudson,RT @senatemajldr: Let’s not end this year the way it began: Another shutdown over the issue of illegal immigration because the Democrats ar…,Fri Dec 21 17:51:27 +0000 2018,1076173317055356934,illegal immigration,let s,democrats,end,issue,began shutdown,illegal immigration,immigration democrats,issue illegal,let s
reprichhudson,@DrGrantCampbell It's our communities and folks on the front lines like you who are going to help us win this battle. Thank you for your work to turn this crisis around!,Fri Dec 21 17:08:10 +0000 2018,1076162421994205184,communities folks,folks lines,battle,crisis,going,battle thank,communities folks,help win,lines like,work turn
reprichhudson,RT @DrGrantCampbell: Not enough attention is being paid to @RepRichHudson and his bipartisan efforts to address the opioid crisis. Thank yo…,Fri Dec 21 17:05:58 +0000 2018,1076161871395344385,bipartisan efforts,efforts address,opioid crisis,attention,thank,address opioid,bipartisan efforts,crisis thank,efforts address,opioid crisis
reprichhudson,"RT @WhiteHouse: The Senate has a choice to make: Keep America's borders open to those with no regard for our laws, or secure our border and…",Fri Dec 21 16:47:56 +0000 2018,1076157329920405511,secure border,america's,borders,choice,laws,america's borders,borders open,open regard,regard laws,senate choice
reprichhudson,House Republicans stood with @realDonaldTrump yesterday and passed a reasonable bill to fully fund the border wall and keep the government open. All eyes are on the Senate. Will they work with us to secure our border?,Fri Dec 21 15:10:59 +0000 2018,1076132933264728065,border wall,fully fund,fund border,house republicans,secure border,fund border,open eyes,reasonable fully,republicans stood,senate work
reprichhudson,"Please retweet and share! If you know anything about this student's whereabouts, call the Rowan Sheriff at 704-216-8700. Renee and I are praying for her safe return home. https://t.co/44rXxSwFvc",Fri Dec 21 14:54:25 +0000 2018,1076128764965412865,praying safe,renee praying,return home,safe return,know,praying safe,return home,retweet share,rowan sheriff,student's whereabouts
reprichhudson,RT @SteveScalise: Democrats and the mainstream media said we could never get the votes to fully fund the wall. They were wrong. https://t.c…,Fri Dec 21 14:44:00 +0000 2018,1076126142078337029,fully fund,democrats,media,said,votes,fully fund,fund wall,media said,said votes,votes fully
reprichhudson,"I voted yes on today's CR that includes @POTUS’s requested $5 B in border security. We have a crisis at our southern border, and I will stand with @realDonaldTrump to secure the resources he needs to secure our border and keep the American people safe.
 
https://t.co/kPlZTr0IPE",Fri Dec 21 01:02:25 +0000 2018,1075919382407192576,border security,border stand,crisis southern,resources needs,secure border,border security,cr includes,crisis southern,requested b,resources needs
reprichhudson,"Secretary Mattis is a patriot, and I am grateful for his incredible service to our country. As Fort Bragg’s Congressman, I have been honored to work with him to rebuild our military and better support our military families.",Fri Dec 21 00:10:28 +0000 2018,1075906310342881282,fort bragg,grateful incredible,incredible service,military families,rebuild military,fort bragg,military families,s congressman,secretary mattis,service country
reprichhudson,"I made a promise to my constituents that I would fight for common sense border security. We have a crisis at our southern border, and I will stand with @POTUS @realDonaldTrump to secure the resources he needs to deal with this crisis. https://t.co/UgKfRylXQF",Thu Dec 20 19:27:47 +0000 2018,1075835172078186497,border security,border stand,common sense,crisis southern,resources needs,constituents fight,deal crisis,fight common,needs deal,promise constituents
reprichhudson,"The impact of Concord-Padgett Regional Airport on our economy and community can’t be overstated. You can count on me to continue to support our airport and push for new opportunities.

https://t.co/7HzipcfI9J",Thu Dec 20 14:04:30 +0000 2018,1075753812495867905,continue support,count continue,community,economy,impact,airport economy,airport push,community t,continue support,economy community
reprichhudson,"@tonyhuneyc I have. In fact, border security was the topic of my weekly newsletter last week.

https://t.co/CZpOrqF7tQ",Wed Dec 19 20:46:38 +0000 2018,1075492625560547333,border security,newsletter week,fact,topic,,border security,fact border,newsletter week,security topic,topic weekly
reprichhudson,@RepMarkMeadows I agree 100%. We have a crisis on our southern border. Now is the time to fight!,Wed Dec 19 20:23:06 +0000 2018,1075486704155406342,crisis southern,southern border,agree,fight,,agree crisis,crisis southern,southern border,fight,
reprichhudson,A CR until Feb &amp; no border wall funding? Give me a break. Kicking the can down the road will not secure our border. Speaker Nancy Pelosi will not support building the wall &amp; we’ll have 0 leverage. We have a crisis on our southern border &amp; we’ve got to fight now to get this done.,Wed Dec 19 20:21:49 +0000 2018,1075486379319140352,border wall,crisis southern,nancy pelosi,secure border,southern border,border wall,break kicking,cr feb,funding break,leverage crisis
